movie_id,duration,gross,movie_title,num_voted_users,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio
759,90.0,11802056.0,Meet Dave ,31640,English,USA,PG,60000000.0,2008.0,4.9,1.85
760,103.0,25472967.0,Dark Water ,44966,English,USA,PG-13,30000000.0,2005.0,5.6,2.35
761,122.0,22362500.0,Edtv ,35599,English,USA,PG-13,55000000.0,1999.0,6.1,1.85
762,106.0,17281832.0,Inkheart ,60232,English,Germany,PG,60000000.0,2008.0,6.1,2.35
763,103.0,19781879.0,The Spirit ,53864,English,USA,PG-13,60000000.0,2008.0,4.8,2.35
764,107.0,7605668.0,Mortdecai ,47320,English,UK,R,60000000.0,2015.0,5.5,2.35
765,156.0,4535117.0,In the Name of the King: A Dungeon Siege Tale ,38398,English,Germany,PG-13,60000000.0,2007.0,3.8,2.35
766,127.0,4426297.0,Beyond Borders ,22570,English,USA,R,35000000.0,2003.0,6.5,2.35
767,119.0,,Xi you ji zhi: Sun Wukong san da Baigu Jing ,1212,English,China,,68005000.0,2016.0,6.0,2.35
768,132.0,10166502.0,The Great Raid ,18209,Filipino,USA,R,80000000.0,2005.0,6.7,2.35
769,108.0,363024263.0,Deadpool ,479047,English,USA,R,58000000.0,2016.0,8.1,2.35
770,114.0,12065985.0,Holy Man ,16260,English,USA,PG,60000000.0,1998.0,4.9,2.35
771,133.0,350123553.0,American Sniper ,325264,English,USA,R,58800000.0,2014.0,7.3,2.35
772,22.0,,"Sabrina, the Teenage Witch             ",24420,English,USA,TV-G,3000000.0,,6.6,1.33
773,95.0,48291624.0,Just Like Heaven ,82819,English,USA,PG-13,58000000.0,2005.0,6.7,1.85
774,90.0,35231365.0,The Flintstones in Viva Rock Vegas ,15517,English,USA,PG,60000000.0,2000.0,3.6,1.85
775,87.0,53715611.0,Rambo III ,92106,English,USA,R,63000000.0,1988.0,5.7,2.35
776,114.0,31199215.0,Leatherheads ,27664,English,USA,PG-13,58000000.0,2008.0,6.0,1.85
777,119.0,,The Ridiculous 6 ,27019,English,USA,TV-14,,2015.0,4.9,2.35
778,103.0,29580087.0,Did You Hear About the Morgans? ,29523,English,USA,PG-13,58000000.0,2009.0,4.7,2.35
779,125.0,44665963.0,The Internship ,159931,English,USA,PG-13,58000000.0,2013.0,6.3,2.35
780,97.0,60128566.0,Resident Evil: Afterlife ,131447,English,Germany,R,60000000.0,2010.0,5.9,2.35
781,125.0,49875589.0,Red Tails ,28807,English,USA,PG-13,58000000.0,2012.0,5.9,2.35
782,30.0,,Sex and the City             ,80025,English,USA,TV-MA,,,7.0,1.33
783,136.0,60984028.0,The Devil's Advocate ,259519,English,USA,R,57000000.0,1997.0,7.5,2.35
784,116.0,36931089.0,That's My Boy ,70681,English,USA,R,70000000.0,2012.0,5.6,2.35
785,103.0,51317350.0,DragonHeart ,78343,English,USA,PG-13,57000000.0,1996.0,6.4,2.35
786,97.0,28328132.0,After the Sunset ,38298,English,USA,PG-13,58000000.0,2004.0,6.3,2.35
787,96.0,51774002.0,Ghost Rider: Spirit of Vengeance ,87745,English,USA,PG-13,57000000.0,2011.0,4.3,2.35
788,131.0,25528495.0,Captain Corelli's Mandolin ,28099,English,UK,R,57000000.0,2001.0,5.9,2.35
789,22.0,,Anger Management             ,26992,English,USA,,,,6.7,16.0
790,95.0,113006880.0,The Pacifier ,66308,English,Canada,PG,56000000.0,2005.0,5.5,2.35
791,86.0,45860039.0,Walking Tall ,53118,English,USA,PG-13,56000000.0,2004.0,6.2,2.35
792,142.0,329691196.0,Forrest Gump ,1251222,English,USA,PG-13,55000000.0,1994.0,8.8,2.35
793,92.0,217326336.0,Alvin and the Chipmunks ,57276,English,USA,PG,60000000.0,2007.0,5.2,1.85
794,108.0,166225040.0,Meet the Parents ,260442,English,USA,PG-13,55000000.0,2000.0,7.0,1.85
795,84.0,141600000.0,Pocahontas ,119675,English,USA,G,55000000.0,1995.0,6.6,1.78
796,188.0,134218018.0,Superman ,126357,English,USA,PG,55000000.0,1978.0,7.3,2.35
797,95.0,128769345.0,The Nutty Professor ,86556,English,USA,PG-13,54000000.0,1996.0,5.6,1.85
798,118.0,177575142.0,Hitch ,244840,English,USA,PG-13,70000000.0,2005.0,6.6,2.35
799,92.0,105263257.0,George of the Jungle ,56168,English,USA,PG,55000000.0,1997.0,5.4,1.85
800,74.0,104354205.0,American Wedding ,162331,English,USA,R,55000000.0,2003.0,6.3,2.35
801,134.0,107100855.0,Captain Phillips ,323353,English,USA,PG-13,55000000.0,2013.0,7.9,2.35
802,101.0,98711404.0,Date Night ,127571,English,USA,PG-13,55000000.0,2010.0,6.3,2.35
803,100.0,100328194.0,Casper ,85903,English,USA,PG,50000000.0,1995.0,6.0,1.85
804,132.0,101530738.0,The Equalizer ,229574,English,USA,R,55000000.0,2014.0,7.2,2.35
805,105.0,93815117.0,Maid in Manhattan ,68417,English,USA,PG-13,55000000.0,2002.0,5.1,2.35
806,123.0,91400000.0,Crimson Tide ,81026,English,USA,R,53000000.0,1995.0,7.3,2.35
807,117.0,162586036.0,The Pursuit of Happyness ,338383,English,USA,PG-13,55000000.0,2006.0,8.0,2.35
808,98.0,89706988.0,Flightplan ,126746,English,USA,PG-13,55000000.0,2005.0,6.2,2.35
809,128.0,83000000.0,Disclosure ,36587,English,USA,R,55000000.0,1994.0,6.0,2.35
810,114.0,78745923.0,City of Angels ,94407,English,Germany,PG-13,55000000.0,1998.0,6.7,2.35
811,111.0,70098138.0,Kill Bill: Vol. 1 ,735784,English,USA,R,30000000.0,2003.0,8.1,2.35
812,85.0,66365290.0,Bowfinger ,56874,English,USA,PG-13,55000000.0,1999.0,6.4,1.37
813,44.0,,Stargate SG-1             ,63982,English,USA,TV-14,1400000.0,,8.4,1.33
814,137.0,66207920.0,Kill Bill: Vol. 2 ,512749,English,USA,R,30000000.0,2004.0,8.0,2.35
815,97.0,63408614.0,Tango & Cash ,75365,English,USA,R,55000000.0,1989.0,6.3,2.35
816,104.0,58422650.0,Death Becomes Her ,78974,English,USA,PG-13,55000000.0,1992.0,6.4,1.85
817,110.0,56932305.0,Shanghai Noon ,96690,English,USA,PG-13,55000000.0,2000.0,6.6,2.35
818,133.0,68750000.0,Executive Decision ,40858,English,USA,R,55000000.0,1996.0,6.4,2.35
819,94.0,68218041.0,Mr. Popper's Penguins ,67191,English,USA,PG,55000000.0,2011.0,6.0,1.85
820,104.0,25040293.0,The Forbidden Kingdom ,88049,English,USA,PG-13,55000000.0,2008.0,6.6,2.35
821,91.0,55747724.0,Free Birds ,18042,English,USA,PG,55000000.0,2013.0,5.9,1.85
822,145.0,55473600.0,Alien 3 ,207686,English,USA,R,50000000.0,1992.0,6.4,2.35
823,135.0,49994804.0,Evita ,29205,English,USA,PG,55000000.0,1996.0,6.3,2.35
824,122.0,41609593.0,Ronin ,145422,English,UK,R,55000000.0,1998.0,7.3,2.35
825,110.0,38553833.0,The Ghost and the Darkness ,46239,English,USA,R,55000000.0,1996.0,6.8,2.35
826,95.0,76137505.0,Paddington ,49207,English,UK,PG,55000000.0,2014.0,7.2,2.35
827,94.0,34238611.0,The Hunted ,35830,English,USA,R,55000000.0,2003.0,6.0,1.85
828,126.0,34098563.0,Instinct ,27191,English,USA,R,55000000.0,1999.0,6.5,2.35
829,118.0,33828318.0,Stuck on You ,44453,English,USA,PG-13,55000000.0,2003.0,5.8,2.35
830,99.0,33472850.0,Semi-Pro ,67005,English,USA,R,55000000.0,2008.0,5.8,2.35
831,88.0,31051126.0,The Pirates! Band of Misfits ,36877,English,UK,PG,55000000.0,2012.0,6.7,2.35
832,141.0,35707327.0,Changeling ,199056,English,USA,R,55000000.0,2008.0,7.8,2.35
833,107.0,20550712.0,Chain Reaction ,40346,English,USA,PG-13,50000000.0,1996.0,5.6,1.85
834,116.0,18573791.0,The Fan ,38533,English,USA,R,55000000.0,1996.0,5.8,2.35
835,143.0,51225796.0,The Phantom of the Opera ,96654,English,UK,PG-13,70000000.0,2004.0,7.4,2.35
836,114.0,16264475.0,Elizabeth: The Golden Age ,54787,English,UK,PG-13,55000000.0,2007.0,6.9,1.85
837,93.0,25857987.0,Æon Flux ,110614,English,USA,PG-13,62000000.0,2005.0,5.5,2.35
838,280.0,12870569.0,Gods and Generals ,13215,English,USA,PG-13,56000000.0,2003.0,6.3,2.35
839,100.0,11466088.0,Turbulence ,8983,English,USA,R,71000000.0,1997.0,4.7,2.35
840,107.0,16088610.0,Imagine That ,10417,English,USA,PG,55000000.0,2009.0,5.6,2.35
841,119.0,51178893.0,Muppets Most Wanted ,24285,English,USA,PG,50000000.0,2014.0,6.4,1.85
842,95.0,6768055.0,Thunderbirds ,11148,English,UK,PG,57000000.0,2004.0,4.2,1.85
843,119.0,39440655.0,Burlesque ,61680,English,USA,PG-13,55000000.0,2010.0,6.4,2.35
844,133.0,6167817.0,A Very Long Engagement ,62607,French,France,R,47000000.0,2004.0,7.7,2.35
845,96.0,,Eye See You ,19706,English,USA,R,55000000.0,2002.0,5.3,2.35
846,117.0,81645152.0,Blade II ,158267,English,USA,R,54000000.0,2002.0,6.7,1.85
847,123.0,69951824.0,Seven Pounds ,232710,English,USA,PG-13,55000000.0,2008.0,7.7,2.35
848,92.0,9483821.0,Bullet to the Head ,39247,English,USA,R,55000000.0,2012.0,5.7,1.85
849,170.0,66676062.0,The Godfather: Part III ,267980,English,USA,R,54000000.0,1990.0,7.6,1.85
850,123.0,26838389.0,Elizabethtown ,58658,English,USA,PG-13,57000000.0,2005.0,6.4,1.85
851,110.0,75604320.0,"You, Me and Dupree ",68417,English,USA,PG-13,54000000.0,2006.0,5.6,1.85
852,116.0,108200000.0,Superman II ,76331,English,USA,PG,54000000.0,1980.0,6.8,2.35
853,121.0,5660084.0,Gigli ,41620,English,USA,R,54000000.0,2003.0,2.4,2.35
854,128.0,7221458.0,All the King's Men ,20740,English,Germany,PG-13,55000000.0,2006.0,6.2,1.85
855,99.0,70327868.0,Shaft ,58416,English,Germany,R,46000000.0,2000.0,5.9,2.35
856,94.0,58297830.0,Anastasia ,86347,English,USA,G,50000000.0,1997.0,7.1,2.35
857,127.0,57386369.0,Moulin Rouge! ,224013,English,USA,PG-13,52500000.0,2001.0,7.6,2.35
858,89.0,45207112.0,Domestic Disturbance ,21283,English,USA,PG-13,53000000.0,2001.0,5.5,2.35
859,123.0,62563543.0,Black Mass ,115216,English,USA,R,53000000.0,2015.0,7.0,2.35
860,135.0,33574332.0,Flags of Our Fathers ,101221,English,USA,R,90000000.0,2006.0,7.1,2.35
861,118.0,73343413.0,Law Abiding Citizen ,217480,English,USA,R,50000000.0,2009.0,7.4,2.35
862,189.0,25031037.0,Grindhouse ,155496,English,USA,R,53000000.0,2007.0,7.6,2.35
863,172.0,22843047.0,Beloved ,6082,English,USA,R,55000000.0,1998.0,5.9,1.85
864,124.0,5755286.0,Lucky You ,18310,English,USA,PG-13,55000000.0,2007.0,5.9,2.35
865,141.0,164435221.0,Catch Me If You Can ,525801,English,USA,PG-13,52000000.0,2002.0,8.0,1.85
866,157.0,95720716.0,Zero Dark Thirty ,216032,English,USA,R,40000000.0,2012.0,7.4,1.85
867,106.0,118683135.0,The Break-Up ,102167,English,USA,PG-13,52000000.0,2006.0,5.8,1.85
868,108.0,143704210.0,Mamma Mia! ,145974,English,USA,PG-13,52000000.0,2008.0,6.3,2.35
869,125.0,110476776.0,Valentine's Day ,95437,English,USA,PG-13,52000000.0,2010.0,5.7,1.85
870,107.0,80270227.0,The Dukes of Hazzard ,66382,English,USA,PG-13,50000000.0,2005.0,5.1,2.35
871,215.0,36385763.0,The Thin Red Line ,138941,English,USA,R,52000000.0,1998.0,7.6,2.35
872,118.0,37035845.0,The Change-Up ,136680,English,USA,R,52000000.0,2011.0,6.4,2.35
873,118.0,34580635.0,Man on the Moon ,100743,English,UK,R,52000000.0,1999.0,7.4,2.35
874,178.0,42438300.0,Casino ,333542,English,USA,R,52000000.0,1995.0,8.2,2.35
875,92.0,23324666.0,From Paris with Love ,97775,English,France,R,52000000.0,2010.0,6.5,2.35
876,104.0,23020488.0,Bulletproof Monk ,42324,English,USA,PG-13,52000000.0,2003.0,5.5,2.35
877,116.0,90567722.0,"Me, Myself & Irene ",185878,English,USA,R,51000000.0,2000.0,6.5,1.85
878,90.0,72601713.0,Barnyard ,21396,English,Germany,PG,51000000.0,2006.0,5.6,1.85
879,93.0,35092918.0,Deck the Halls ,15740,English,USA,PG,,2006.0,4.9,1.85
880,130.0,296623634.0,The Twilight Saga: New Moon ,220758,English,USA,PG-13,50000000.0,2009.0,4.6,2.35
881,90.0,267652016.0,Shrek ,467113,English,USA,PG,60000000.0,2001.0,7.9,1.85
882,106.0,62453315.0,The Adjustment Bureau ,200035,English,USA,PG-13,50200000.0,2011.0,7.1,1.85
883,155.0,165500000.0,Robin Hood: Prince of Thieves ,145257,English,USA,PG-13,48000000.0,1991.0,6.9,1.85
884,139.0,153620822.0,Jerry Maguire ,189923,English,USA,R,50000000.0,1996.0,7.3,1.85
885,112.0,218628680.0,Ted ,471644,English,USA,R,50000000.0,2012.0,7.0,1.85
886,139.0,147637474.0,As Good as It Gets ,224671,English,USA,PG-13,50000000.0,1997.0,7.7,1.85
887,115.0,135014968.0,Patch Adams ,80580,English,USA,PG-13,50000000.0,1998.0,6.7,2.35
888,143.0,2175312.0,Anchorman 2: The Legend Continues ,131227,English,USA,PG-13,50000000.0,2013.0,6.3,2.35
889,96.0,126203320.0,Mr. Deeds ,110432,English,USA,PG-13,50000000.0,2002.0,5.8,1.85
890,112.0,126975169.0,Super 8 ,287822,English,USA,PG-13,50000000.0,2011.0,7.1,2.35
891,131.0,125548685.0,Erin Brockovich ,135246,English,USA,R,52000000.0,2000.0,7.3,1.85
892,116.0,105807520.0,How to Lose a Guy in 10 Days ,156717,English,USA,PG-13,50000000.0,2003.0,6.4,1.85
893,112.0,191616238.0,22 Jump Street ,258186,English,USA,R,50000000.0,2014.0,7.1,2.35
894,123.0,105264608.0,Interview with the Vampire: The Vampire Chronicles ,239752,English,USA,R,60000000.0,1994.0,7.6,1.85
895,104.0,97680195.0,Yes Man ,271691,English,USA,PG-13,70000000.0,2008.0,6.8,2.35
896,107.0,126088877.0,Central Intelligence ,33354,English,USA,PG-13,50000000.0,2016.0,6.6,2.35
897,124.0,91030827.0,Stepmom ,46482,English,USA,PG-13,50000000.0,1998.0,6.7,2.35
898,96.0,150315155.0,Daddy's Home ,54010,English,USA,PG-13,50000000.0,2015.0,6.1,1.85
899,125.0,127997349.0,Into the Woods ,101178,English,USA,PG,50000000.0,2014.0,6.0,2.39
900,129.0,88504640.0,Inside Man ,273108,English,USA,R,45000000.0,2006.0,7.6,2.35
901,90.0,81517441.0,Payback ,111368,English,USA,R,50000000.0,1999.0,7.1,2.35
902,109.0,81022333.0,Congo ,34471,English,USA,PG-13,50000000.0,1995.0,5.0,1.85
903,124.0,75621915.0,We Bought a Zoo ,111003,English,USA,PG,,2011.0,7.1,1.85
904,121.0,79948113.0,Knowing ,186879,English,USA,PG-13,50000000.0,2009.0,6.2,2.35
905,95.0,88658172.0,Failure to Launch ,58412,English,USA,PG-13,50000000.0,2006.0,5.6,2.35
906,128.0,75888270.0,The Ring Two ,71153,English,USA,PG-13,,2005.0,5.4,1.85
907,118.0,84244877.0,"Crazy, Stupid, Love. ",375456,English,USA,PG-13,50000000.0,2011.0,7.4,2.39
908,80.0,75367693.0,Garfield ,58961,English,USA,PG,35000000.0,2004.0,5.0,1.85
909,99.0,73701902.0,Christmas with the Kranks ,27548,English,USA,PG,60000000.0,2004.0,5.2,2.35
910,133.0,75605492.0,Moneyball ,283563,English,USA,PG-13,50000000.0,2011.0,7.6,1.85
911,127.0,67823573.0,Outbreak ,91176,English,USA,R,50000000.0,1995.0,6.6,1.85
912,106.0,91439400.0,Non-Stop ,200647,English,UK,PG-13,50000000.0,2014.0,7.0,2.35
913,98.0,67128202.0,Race to Witch Mountain ,43328,English,USA,PG,65000000.0,2009.0,5.7,2.35
914,132.0,70496802.0,V for Vendetta ,791783,English,USA,R,54000000.0,2005.0,8.2,2.35
915,114.0,60470220.0,Shanghai Knights ,81444,English,USA,PG-13,50000000.0,2003.0,6.2,2.35
916,45.0,,Unforgotten             ,1824,English,UK,,,,7.9,
917,78.0,58336565.0,Curious George ,12845,English,USA,G,50000000.0,2006.0,6.6,1.85
918,101.0,66002004.0,Herbie Fully Loaded ,36431,English,USA,G,50000000.0,2005.0,4.7,1.85
919,113.0,54997476.0,Don't Say a Word ,40362,English,USA,R,50000000.0,2001.0,6.3,2.35
920,98.0,55682070.0,Hansel & Gretel: Witch Hunters ,159868,English,Germany,R,50000000.0,2013.0,6.1,2.35
921,124.0,52752475.0,Unfaithful ,63067,English,USA,R,50000000.0,2002.0,6.7,1.85
922,109.0,55092830.0,I Am Number Four ,195043,English,USA,PG-13,60000000.0,2011.0,6.1,1.85
923,144.0,52822418.0,13 Hours ,47764,English,USA,R,50000000.0,2016.0,7.4,2.35
924,95.0,50150619.0,The Book of Life ,45580,English,USA,PG,50000000.0,2014.0,7.3,2.35
925,105.0,48745150.0,Firewall ,50170,English,USA,PG-13,50000000.0,2006.0,5.8,2.35
926,121.0,50007168.0,Absolute Power ,39529,English,USA,R,50000000.0,1997.0,6.7,2.35
927,125.0,48154732.0,G.I. Jane ,60326,English,USA,R,50000000.0,1997.0,5.8,2.35
928,129.0,48265581.0,The Game ,261069,English,USA,R,50000000.0,1997.0,7.8,2.35
929,132.0,46982632.0,Silent Hill ,172792,English,Canada,R,50000000.0,2006.0,6.6,2.35
930,118.0,44737059.0,The Replacements ,48322,English,USA,PG-13,50000000.0,2000.0,6.5,1.85
931,113.0,56724080.0,American Reunion ,172112,English,USA,R,50000000.0,2012.0,6.7,1.85
932,140.0,44484065.0,The Negotiator ,107227,English,Germany,R,50000000.0,1998.0,7.3,2.35
933,89.0,47553512.0,Into the Storm ,54101,English,USA,PG-13,50000000.0,2014.0,5.8,1.85
934,104.0,42610000.0,Beverly Hills Cop III ,60293,English,USA,R,55000000.0,1994.0,5.5,1.85
935,106.0,41482207.0,Gremlins 2: The New Batch ,68428,English,USA,PG-13,50000000.0,1990.0,6.3,1.85
936,141.0,47105085.0,The Judge ,136973,English,USA,R,50000000.0,2014.0,7.4,2.35
937,124.0,41256277.0,The Peacemaker ,46451,English,USA,R,50000000.0,1997.0,5.9,2.35
938,98.0,50740078.0,Resident Evil: Apocalypse ,151580,English,Germany,R,45000000.0,2004.0,6.2,2.35
939,108.0,40203020.0,Bridget Jones: The Edge of Reason ,74315,English,UK,R,40000000.0,2004.0,5.9,2.35
940,114.0,40905277.0,Out of Time ,45895,English,USA,R,50000000.0,2003.0,6.5,2.35
941,101.0,38590500.0,On Deadly Ground ,17997,English,USA,R,50000000.0,1994.0,4.4,2.35
942,93.0,39177541.0,The Adventures of Sharkboy and Lavagirl 3-D ,20310,English,USA,PG,50000000.0,2005.0,3.5,1.85
943,119.0,39778599.0,The Beach ,176169,English,USA,R,50000000.0,2000.0,6.6,2.35
944,119.0,37486138.0,Raising Helen ,30890,English,USA,PG-13,50000000.0,2004.0,6.0,1.85
945,99.0,38105077.0,Ninja Assassin ,58349,English,USA,R,40000000.0,2009.0,6.4,2.35
946,137.0,35168395.0,For Love of the Game ,26034,English,USA,PG-13,50000000.0,1999.0,6.5,2.35
947,105.0,,A Touch of Frost             ,4438,English,UK,,,,7.8,1.33
948,117.0,32800000.0,Striptease ,34896,English,USA,R,40000000.0,1996.0,4.3,1.85
949,87.0,33643461.0,Marmaduke ,11257,English,USA,PG,50000000.0,2010.0,4.2,2.35
950,129.0,32741596.0,Hereafter ,80140,English,USA,PG-13,50000000.0,2010.0,6.5,2.35
951,132.0,30306268.0,Assassins ,62981,English,France,R,50000000.0,1995.0,6.3,1.85
952,131.0,27667947.0,Hannibal Rising ,86374,English,UK,R,50000000.0,2007.0,6.2,2.35
953,95.0,27067160.0,The Story of Us ,18404,English,USA,R,50000000.0,1999.0,5.9,1.85
954,125.0,26616999.0,The Host ,92461,English,USA,PG-13,40000000.0,2013.0,5.9,2.35
955,98.0,26536120.0,Basic ,49926,English,Germany,R,50000000.0,2003.0,6.5,2.35
956,110.0,26199517.0,Blood Work ,34356,English,USA,R,50000000.0,2002.0,6.4,2.35
957,118.0,25450527.0,The International ,80196,English,USA,R,50000000.0,2009.0,6.5,2.35
958,101.0,25407250.0,Escape from L.A. ,54021,English,USA,R,50000000.0,1996.0,5.7,2.35
959,60.0,,Twisted             ,7945,English,USA,,,,7.5,16.0
960,90.0,23159305.0,The Iron Giant ,128455,English,USA,PG,70000000.0,1999.0,8.0,2.35
961,119.0,24006726.0,The Life Aquatic with Steve Zissou ,139535,English,USA,R,50000000.0,2004.0,7.3,2.35
962,139.0,20389967.0,Free State of Jones ,3077,English,USA,R,50000000.0,2016.0,6.7,1.85
963,130.0,19593740.0,The Life of David Gale ,88270,English,USA,R,50000000.0,2003.0,7.5,2.35
964,100.0,19118247.0,Man of the House ,19829,English,USA,PG-13,40000000.0,2005.0,5.4,2.35
965,114.0,26442251.0,Run All Night ,76010,English,USA,R,50000000.0,2015.0,6.6,2.35
966,96.0,17114882.0,Eastern Promises ,189249,English,USA,R,25000000.0,2007.0,7.7,1.85
967,110.0,18472363.0,Into the Blue ,63599,English,USA,PG-13,50000000.0,2005.0,5.8,2.35
968,158.0,14131298.0,The Messenger: The Story of Joan of Arc ,55889,English,France,R,390000000.0,1999.0,6.4,2.35
969,102.0,21557240.0,Your Highness ,85237,English,USA,R,49900000.0,2011.0,5.6,2.35
970,84.0,21283440.0,Dream House ,46239,English,USA,PG-13,55000000.0,2011.0,6.0,2.35
971,115.0,10556196.0,Mad City ,16562,English,USA,PG-13,50000000.0,1997.0,6.2,2.35
972,99.0,16671505.0,Baby's Day Out ,33186,English,USA,PG,50000000.0,1994.0,5.9,1.85
973,135.0,10400000.0,The Scarlet Letter ,12037,English,USA,R,50000000.0,1995.0,5.1,2.35
974,108.0,9528092.0,Fair Game ,38513,English,USA,PG-13,22000000.0,2010.0,6.8,2.35
975,43.0,,Defiance             ,33535,English,USA,TV-MA,,,7.0,1.78
976,127.0,10137232.0,Domino ,58015,English,France,R,50000000.0,2005.0,6.0,2.35
977,107.0,9795017.0,Jade ,9227,English,USA,R,50000000.0,1995.0,5.1,1.85
978,95.0,20488579.0,Gamer ,113483,English,USA,R,50000000.0,2009.0,5.8,1.85
979,124.0,19445217.0,Beautiful Creatures ,67796,English,USA,PG-13,60000000.0,2013.0,6.2,2.35
980,109.0,8355815.0,Death to Smoochy ,34730,English,UK,R,55000000.0,2002.0,6.4,1.85
981,102.0,28837115.0,Zoolander 2 ,34964,English,USA,PG-13,50000000.0,2016.0,4.8,2.35
982,88.0,6471394.0,The Big Bounce ,15880,English,USA,PG-13,50000000.0,2004.0,4.9,2.35
983,87.0,6291602.0,What Planet Are You From? ,8070,English,USA,R,50000000.0,2000.0,5.6,1.85
984,104.0,10706786.0,Drive Angry ,81800,English,USA,R,50000000.0,2011.0,5.5,1.85
985,96.0,8742261.0,Street Fighter: The Legend of Chun-Li ,19824,English,Canada,PG-13,18000000.0,2009.0,3.7,2.35
986,85.0,43905746.0,The One ,77684,English,USA,PG-13,49000000.0,2001.0,5.9,2.35
987,64.0,,Outlander             ,50391,English,USA,TV-MA,,,8.5,16.0
988,104.0,21413502.0,The Adventures of Ford Fairlane ,14429,English,USA,R,40000000.0,1990.0,6.3,2.35
989,135.0,7994115.0,Pirate Radio ,90932,English,UK,R,,2009.0,7.4,2.35
990,190.0,124107476.0,Traffic ,170684,English,USA,R,48000000.0,2000.0,7.6,1.85
991,127.0,197171806.0,Indiana Jones and the Last Crusade ,515306,English,USA,PG-13,48000000.0,1989.0,8.3,2.35
992,129.0,12802907.0,Anna Karenina ,70886,English,UK,R,,2012.0,6.6,2.35
993,120.0,31569268.0,Chappie ,172965,English,USA,R,49000000.0,2015.0,6.9,2.35
994,118.0,66488090.0,The Bone Collector ,120202,English,USA,R,48000000.0,1999.0,6.7,2.35
995,112.0,95308367.0,Panic Room ,206104,English,USA,R,48000000.0,2002.0,6.8,2.35
996,89.0,,The Tooth Fairy ,1263,English,USA,,1500000.0,2006.0,4.6,1.78
997,114.0,60652036.0,Three Kings ,137854,English,USA,R,48000000.0,1999.0,7.1,2.35
998,137.0,1206135.0,Child 44 ,40568,English,Czech Republic,R,50000000.0,2015.0,6.4,2.35
999,112.0,56607223.0,Rat Race ,93367,English,Canada,PG-13,48000000.0,2001.0,6.4,2.35
1000,120.0,50173190.0,K-PAX ,148490,English,USA,PG-13,48000000.0,2001.0,7.4,2.35
1001,123.0,47095453.0,Kate & Leopold ,64595,English,USA,PG-13,48000000.0,2001.0,6.4,1.85
1002,93.0,37879996.0,Bedazzled ,81888,English,USA,PG-13,48000000.0,2000.0,6.0,2.35
1003,123.0,25900000.0,The Cotton Club ,12771,English,USA,R,58000000.0,1984.0,6.5,1.85
1004,122.0,53574088.0,3:10 to Yuma ,237872,English,USA,R,55000000.0,2007.0,7.8,2.35
1005,115.0,89253340.0,Taken 3 ,133436,English,France,PG-13,48000000.0,2014.0,6.0,2.35
1006,123.0,37339525.0,Out of Sight ,71708,English,USA,R,48000000.0,1998.0,7.0,1.85
1007,96.0,60154431.0,The Cable Guy ,122347,English,USA,PG-13,47000000.0,1996.0,6.0,2.35
1008,110.0,528972.0,Earth ,5639,Hindi,India,Unrated,,1998.0,7.8,
1009,105.0,103738726.0,Dick Tracy ,47819,English,USA,PG,100000000.0,1990.0,6.1,1.85
1010,113.0,69304264.0,The Thomas Crown Affair ,73068,English,USA,R,48000000.0,1999.0,6.8,2.35
1011,132.0,29781453.0,Riding in Cars with Boys ,22447,English,USA,PG-13,48000000.0,2001.0,6.4,1.85
1012,115.0,,Solaris ,54057,Russian,Soviet Union,PG,1000000.0,1972.0,8.1,2.35
1013,75.0,15519841.0,Happily N'Ever After ,8693,English,USA,PG,47000000.0,2006.0,4.5,1.85
1014,108.0,5600000.0,Mary Reilly ,11913,English,USA,R,47000000.0,1996.0,5.8,1.85
1015,105.0,126805112.0,My Best Friend's Wedding ,98199,English,USA,PG-13,46000000.0,1997.0,6.3,2.35
1016,102.0,93607673.0,America's Sweethearts ,47573,English,USA,PG-13,48000000.0,2001.0,5.7,2.35
1017,118.0,67263182.0,Insomnia ,218771,English,USA,R,46000000.0,2002.0,7.2,2.35
1018,111.0,92001027.0,Star Trek: First Contact ,97838,English,USA,PG-13,45000000.0,1996.0,7.6,2.35
1019,81.0,10539414.0,Jonah Hex ,45729,English,USA,PG-13,47000000.0,2010.0,4.7,2.35
1020,116.0,58918501.0,Courage Under Fire ,40126,English,USA,R,46000000.0,1996.0,6.6,1.85
1021,86.0,181395380.0,Liar Liar ,220392,English,USA,PG-13,45000000.0,1997.0,6.8,1.85
1022,127.0,14946229.0,The Infiltrator ,2581,English,UK,R,25000000.0,2016.0,7.3,2.35
1023,140.0,,Inchon ,491,English,South Korea,PG,48000000.0,1981.0,2.7,2.35
1024,91.0,130512915.0,The Flintstones ,60884,English,USA,PG,45000000.0,1994.0,4.8,1.33
1025,98.0,139852971.0,Taken 2 ,238671,English,France,PG-13,45000000.0,2012.0,6.3,2.35
1026,84.0,110000082.0,Scary Movie 3 ,111526,English,USA,PG-13,48000000.0,2003.0,5.5,1.85
1027,109.0,106807667.0,Miss Congeniality ,137377,English,USA,PG-13,45000000.0,2000.0,6.2,1.85
1028,93.0,101702060.0,Journey to the Center of the Earth ,85323,English,USA,PG,45000000.0,2008.0,5.8,1.85
1029,113.0,95149435.0,The Princess Diaries 2: Royal Engagement ,53687,English,USA,G,40000000.0,2004.0,5.7,1.85
